n1	t	n2
aspirateur N I.1	S_0Son	vrombissement
aspirateur N I.1	S_0SingReal_1	coup II.2a
aspirateur N I.1	AntiMagn_taille	compact II.1
aspirateur N I.1	AntiMagn_taille	petit Adj I.1
aspirateur N I.1	AntiMagn_taille	mini
aspirateur N I.1	AntiMagn_taille	de poche
aspirateur N I.1	AntiMagn_taille	à main
aspirateur N I.1	AntiMagn_taille	aspirette
aspirateur N I.1	AntiMagn_taille	de table 1
aspirateur N I.1	Fact_3	nettoyer I.1b
aspirateur N I.1	Labreal_13	nettoyer I.1a
aspirateur N I.1	Syn	aspi
aspirer 1 I.3c	S_0	aspiration II
aspirer 1 I.3c	A_3	aspiratif
aspirer 1 I.3c	A_3	aspirant
aspirer 1 I.3c	Syn_∩	absorber II.2
aspirer 1 I.3c	Syn_∩	avaler III
assassiner	S_0	assassinat
assassiner	S_1	assassin N, masc
assassiner	S_1	assassin N, fém
assassiner	Syn_⊃	abattre II.2
s’asseoir I.a	S_2^prototyp	chaise I
s’asseoir I.a	S_2^prototyp	fauteuil I
s’asseoir I.a	S_2^prototyp	siège I.1
assez I	Syn_∩	suffisamment I
assiette 1 I.a	Mult	pile N 1 II
assiette 1 I.a	Cf	plat N I.2
assiette 1 I.a	Gener	pièce de vaisselle
assiette 1 I.a	AntiBon	cassé
assiette 1 I.a	AntiBon	ébréché
assiette 1 I.a	AntiBon	fêlé
assiette 1 I.a	Labreal_12^II	manger V I.1a
assiette 1 I.a	Labreal_12^I	disposer I
assiette 1 I.a	Labreal_12^I	mettre I.1a
assiette 1 I.a	Labreal_12^I	servir III.2
assis I.1a	S_2^prototyp	siège I.1
assis I.1a	S_2^prototyp	fauteuil I
assis I.1a	S_2^prototyp	chaise I
assis I.1a	Anti_∩	debout I.a
assis I.1a	Bon	bien Adv 1
assis I.1a	Bon	confortablement
assis I.1a	Bon	comme dans un fauteuil I
assis I.1a	AntiBon	mal Adv I.1
assis I.1a	Pred	être V IV.2a
assis I.1a	Pred	se tenir III.1
assis I.1a	ContPred	rester II
assis I.1a	CausPred	asseoir I.a
assis I.1a	CausPred	mettre I.1a
assis I.1a	Caus_1Pred	s’asseoir I.a
assis I.1a	Caus_1Pred	se mettre I
assis I.1a	EnunCaus_1Pred	assis I.1a
assis I.1a	Cf	couché I.1a
assis I.1a	Caus_1De_nouveauPred	se remettre I
assis I.1a	CausDe_nouveauPred	remettre I.1
assis I.1a	Liqu_1Pred	se lever I.a
assister I	S_0	assistance I
assister I	S_1^usual	assistante
assister I	S_1^usual	assistant
associer	S_0	association II
assurer I	S_0	assurance I
assurer I	Adv_0	assurément
assurer I	Syn_∩	affirmer
assurer I	Syn_∩	garantir II
assurer I	Syn_∩	le donner en mille
astuce II	Adv_1	astucieusement
astuce II	A_0	astucieux 2
astuce II	Able_1	astucieux 1
atelier	Gener	local N
atroce	Adv_0	atrocement
attacher 2	Syn_∩	nouer
attaquer I.1	S_0	attaque I.1
attaquer I.1	S_1	attaquante I
attaquer I.1	S_1	attaquant I
attaquer I.1	Able_2	attaquable
attaquer I.1	Syn_∩	atteindre II.1
atteindre IV.1	S_0	atteinte I
atteindre IV.1	Able_2	atteignable
atteindre IV.1	Syn_∩	arriver I.1
atteindre IV.1	Syn_∩	accéder I
atteindre IV.1	Syn_∩	entrer I.1
attendre	S_0	attente
attendre	Syn_⊃	patienter
attendrir II	Syn_∩	émouvoir
attendrir II	A_2Perf	attendri 1
attendrissement II	V_0	s’attendrir
attentat I	V_0	attenter
attentat I	Oper_1	commettre
attentat I	Oper_1	perpétrer
attention I.1	Anti	inattention
attention I.1	A_1	attentif I
attention I.1	Adv_1	attentivement
atterrir	S_0	atterrissage
atterrir	Syn_∩	se poser I.2
atterrir	Contr	décoller 2 I
attirer I.2	S_0	attirance
attirer I.2	Able_2	attirable
attitude II.1	Syn_∩	comportement
attitude II.1	IncepOper_1	adopter II
attitude II.1	IncepOper_1	manifester 1
attitude II.1	IncepOper_1	observer III
attitude II.1	ContOper_1	conserver IV
attitude II.1	ContOper_1	garder III
attrait	A_2	attrayant
attrait	Syn_∩	charme 1 II.2
attraper II	Syn	ramasser II
attraper II	Syn	choper II
attraper II	Syn_⊃	contracter III
au revoir 1	Contr	bonjour a
audition I	A_0	auditif
audition I	Syn_∩	ouïe
augmenter II	S_0	augmentation II
augmenter II	Able_2	augmentable
augmenter II	Syn_∩	creuser III.1
augmenter II	Syn_∩	multiplier II.2
aujourd’hui 2	Syn_∩	maintenant I.2a
aujourd’hui 2	Syn_∩	à présent
aujourd’hui 2	Anti_∩	autrefois
aujourd’hui 2	Anti_∩	hier 2
aujourd’hui 2	Anti_∩	demain 2
auparavant 1	Syn_⊂	avant Prép I.2
aussi	Syn	également 2
aussitôt	Syn_∩	immédiatement
autant	Syn_∩	également 1
auteur II.a	Syn_⊃^sex	auteure II.a
authentique I.2	Anti	inauthentique
authentique I.2	Adv_0	authentiquement
authentique I.2	Syn_∩	véritable I
auto I	Syn	voiture 2a
auto I	Syn	bagnole
auto I	Syn	caisse III
auto I	Syn	automobile N I
autobus	Syn	bus
autocar	Syn	car N
autocar	Syn_∩	autobus
autocar	Syn_∩	bus
autocar	Gener	véhicule I.b
autocar	S_2	passager N
autocar	S_2	passagère
autocar	S_2	usager
autocar	S_2	usagère
autocar	S_2	voyageur N
autocar	S_2	voyageuse
autocar	Real_1	conduire II
autocar	Fact_0	rouler 1 VI.2a
autocar	S_1^usual	chauffeur
autocar	S_1^usual	conducteur I.b
autocar	S_1^usual	conductrice b
autocar	Instr	en Prép IV.1
autocar	Loc_in	à bord II
autocar	Loc_in	dans I.1
autocar	Real_2^II	aller V I.1a
autocar	Real_2^II	se déplacer I.2b
autocar	Real_2^II	voyager I
autocar	Real_2^II	prendre III.1b
autocar	Real_2^I	monter II.1
autocar	Real_2^I	prendre place
autocar	Fact_2	transporter II
autocar	Real_2^III	descendre IV
automatique Adj	S_0Pred	automatisme
automatique Adj	Adv_0	automatiquement
automne	A_0	automnal
automne	Gener	saison
automne	S_1	année 2a
automobile N II	Gener	secteur
automobile N II	S_1	ouvrier N
automobile N II	S_1	ouvrière
automobile N II	S_2	véhicule I.b
automobile N II	S_2^prototyp	automobile N I
autonomie	Syn_∩	indépendance
autoriser	S_0	autorisation
autoriser	A_2Perf	autorisé
autoriser	Anti	interdire
autoriser	Syn_∩	approuver II.2
autorité	Able_1	autoritaire
autorité	Adv_1	autoritairement
autorité	Syn_∩	contrôle II
autorité	Syn_∩	maîtrise
autoroute I	A_0	autoroutier
autoroute I	S_1^prototyp	automobiliste N, masc
autoroute I	S_1^prototyp	automobiliste N, fém
autoroute I	S_1^prototyp	véhicule I.b
autoroute I	Gener	route I
autoroute I	Syn_∩	nationale
autoroute I	Syn_∩	route nationale
autoroute I	Syn_∩	quatre-voies
autoroute I	Syn_∩	voie rapide
autoroute I	Syn_∩	voie express
autoroute I	Syn_∩	rocade
autoroute I	S_1^usual	usager
autoroute I	S_1^usual	usagère
autoroute I	Loc_in	sur I.2
autoroute I	IncepReal_1	s’engager I.1
autoroute I	IncepReal_1	entrer I.2
autoroute I	IncepReal_1	prendre III.1a
autoroute I	IncepReal_1	rejoindre III
autoroute I	Real_1	rouler 1 VI.2a
autoroute I	Real_1	emprunter III
autoroute I	Real_1	prendre III.1b
autoroute I	FinReal_1	quitter II.2
autoroute I	FinReal_1	sortir I.2
autoroute I	CausFunc_0	construire I
autoroute I	Ver	en service
autoroute I	Ver	ouvert II.1
autoroute I	Mero	voie I.1b
autoroute I	Mero	bande de circulation
autoroute I	Mero	bande d’arrêt d’urgence
autoroute I	Mero	péage II
autoroute I	Mero	entrée I.2
autoroute I	Mero	sortie II
autoroute I	AntiPermFact_0	fermer II.1
autoroute I	AntiVer	fermé II
autoroute I	PermFact_0	ouvrir II.1
autoroute I	Instr	par I
autoroute I	Instr	sur I.2
autour I.1	Syn_∩	alentour
autour I.1	Syn_∩	auprès de I
autour I.1	Syn_∩	près I.1
autre Adj	Syn_∩	distinct I
autrefois	Syn_∩	dans le temps II
autrefois	Syn	jadis
autrefois	Syn	antan
autrement	Syn_∩	différemment
autrement	A_0	autre Adj
avaler I.1	S_0	avalement
avaler I.1	Syn_∩	ingérer
avaler I.1	Syn_⊃	avaler I.2
avaler I.1	Syn_⊃	boire V I.1
avaler I.1	Syn_⊃	manger V I.1a
avancer I.1	Anti	reculer I.1
avancer I.1	Syn_∩	s’avancer
avancer I.1	AntiBon	difficilement I
avancer I.1	AntiBon	péniblement
avancer I.1	Magn_vitesse	rapidement I
avancer I.1	Magn_vitesse	vite 1
avancer I.1	Magn_vitesse	à toute vitesse
avancer I.1	Magn_vitesse	à la vitesse de [Y]
avancer I.1	AntiMagn_vitesse	lentement
avancer I.1	Syn_⊂	se déplacer I.2a
avancer I.1	S_0⊃	avancement I.1
avancer I.1	S_0	avancée I
avantage I.1	Anti	désavantage
avantager	Anti	désavantager
avantager	Syn_∩	favoriser I
avantager	Syn_∩	privilégier
avant-hier	Contr	après-demain
avenir	Syn	futur N I
avenir	Anti	passé N I
aventure	V_0	s’aventurer
aventure	Able_1	aventureux
aventure	Able_1	aventurier Adj
avenue	Gener	voie I.1a
averse I	Syn_⊂	précipitation III
averse I	Syn_⊃	grain IV
averse I	Syn_⊃	ondée
averse I	Syn_⊃	déluge I
averse I	Syn_⊃	giboulée
averse I	Syn_⊃	douche III
averse I	Syn_⊃	rincée
averse I	Syn_⊃	saucée
averse I	Syn_⊃	sauce II
averse I	Syn_⊃	drache
averse I	Syn_⊃	grésil
averse I	Syn_∩	pluie I
averse I	Syn_∩	chute III
averse I	Cf	orage I
averse I	Cf	ciel I.1
averse I	Gener	précipitation III
averse I	S_2^prototyp	neige I.1
averse I	S_2^prototyp	grêle I
averse I	S_2^prototyp	pluie I
averse I	S_2^prototyp	cendre 2
averse I	Sing	goutte 1 I
averse I	Magn^temp	continuel
averse I	Magn^temp	incessant
averse I	Magn	bon Adj II.2
averse I	Magn	beau Adj IV
averse I	Magn	abondant I.1
averse I	Magn	gros Adj VI
averse I	Magn	copieux
averse I	Magn	fort Adj II.1
averse I	Magn	intense
averse I	Magn	important 2
averse I	Magn	puissant Adj II.1
averse I	Magn	soutenu
averse I	Magn	brutal II
averse I	Magn	violent Adj II
averse I	Magn	méchant Adj II
averse I	Magn	sacré II.2
averse I	Magn	énorme II
averse I	Magn	torrentiel II
averse I	Magn	déluge I
averse I	IncepPredPlus	s’accroître
averse I	IncepPredPlus	redoubler
averse I	AntiMagn	petit Adj III.1
averse I	AntiMagn	léger IV
averse I	AntiMagn	faible Adj II.a
averse I	AntiMagn^temp	bref I
averse I	AntiMagn^temp	court Adj III.1
averse I	AntiMagn^temp	passager Adj
averse I	AntiMagn^temp	petit Adj III.2
averse I	AntiMagn^temp	résiduel
averse I	IncepPredMinus	s’apaiser
averse I	IncepPredMinus	se calmer I
averse I	IncepPredMinus	diminuer III.2
averse I	IncepPredMinus	faiblir
averse I	Func_0	tomber V I.2b
averse I	IncepFunc_0	commencer I.1
averse I	IncepFunc_0	éclater II
averse I	FinFunc_0	s’arrêter II.a
averse I	FinFunc_0	cesser 1
averse I	FinFunc_0	passer V.1b
averse I	Involv	tomber V I.2b
averse I	Involv	arroser I.3
averse I	Conv_21Involv	être V IV.2a
averse I	Conv_21Involv	recevoir III.1
averse I	Conv_21Involv	essuyer II
averse I	Conv_21Involv	prendre IV.1
avertir 1	S_0	avertissement 1
avertir 1	A_2Perf	averti
avertir 1	Syn_∩	informer 1
aveugle Adj I	S_1Pred	aveugle N, masc
aveugle Adj I	S_1Pred	aveugle N, fém
aveugle Adj I	Anti	voyant Adj III
aviation II	Sing	avion I
avion I	Mult	flotte I.2
avion I	S_2^prototyp	passager N
avion I	S_2^prototyp	passagère
avion I	S_2^prototyp	voyageur N
avion I	S_2^prototyp	voyageuse
avion I	S_2^prototyp	cargaison
avion I	S_2^prototyp	fret I
avion I	Real_1	piloter 1
avion I	Real_1	voler 1 II.1
avion I	Fact_0	voler 1 I.2
avion I	S_1	aviateur
avion I	S_1	aviatrice
avion I	S_1	pilote N, fém
avion I	S_1	pilote N, masc 1
avion I	IncepFact_0	décoller 2 I
avion I	FinFact_0	atterrir
avion I	FinFact_0	se poser I.2
avion I	Fact_2	transporter II
avion I	Real_2^II	prendre III.1b
avion I	Real_2^II	voler 1 II.2
avion I	S_locNonFact_0	aéroport
avion I	S_locNonFact_0	aérodrome
avion I	Cap	commandant de bord
avion I	Cap	commandante de bord
avion I	Equip	équipage
avion I	Real_2^III	descendre IV
avion I	Loc_in	à bord II
avion I	Loc_in	dans I.1
avion I	S_0Real_2	avion II
avion I	S_0Real_2	vol 1 2b
avion I	Instr	en Prép IV.1
avion I	Instr	par II.1
avion I	Syn_⊃	avionnette
avion I	Syn_∩	appareil II
avion I	SingEquip	pilote N, masc 1
avion I	SingEquip	navigateur I.b
avion I	SingEquip	hôtesse de l’air
avion I	SingEquip	steward
avion I	Gener	véhicule volant
avion I	Gener	aéronef
avion I	Liqu_1Fact_0	poser III
avion I	AntiReal_2	manquer V.2
avion I	AntiReal_2	louper II
avion I	AntiReal_2	rater II.2
avion I	Labreal_12	transporter I
avion I	Labreal_12	aéroporter
avion I	A_0Real_1	aéroporté II
avion I	A_1Real_2	aéroporté I
avion I	Real_2^I	embarquer I.1b
avion I	Real_2^I	monter II.1
avion I	Real_2^I	prendre place
avion I	S_med	carburéacteur
avion I	S_med	kérosène
avion I	Mero	aile II.1
avion I	Mero	hélice
avion I	Mero	moteur N
avion I	Mero	réacteur II
avion I	Mero	train d’atterrissage
avion I	Mero	cockpit 2
avion I	Mero	siège I.1
avion I	Mero	ceinture I.3
avion I	Mero	soute
avion I	Mero	queue I.3b
avion I	Mero	carlingue
avion I	Mero	fuselage
avion I	Holo	aviation II
avis I	Syn_∩	opinion
avocat 1 I	Syn_⊃^sex	avocate I
avocat 1 I	S_2	client
avocat 1 I	S_2	cliente
avocat 1 I	S_3^prototyp	cause II.1
avocat 1 I	S_3^prototyp	procès
avocat 1 I	S_3^prototyp	poursuite II
avocat 1 I	Syn	membre du barreau
avocat 1 I	Cf	juriste N, masc
avocat 1 I	Gener	métier
avocat 1 I	Gener	profession
avocat 1 I	Gener	homme de loi
avocat 1 I	Syn_∩	défenseur II.2
avocat 1 I	Syn_∩	plaideur
avocat 1 I	A_0	avocassier
avocat 1 I	Real_2	consulter I.1
avocat 1 I	Caus_1Real_2	faire appel
avocat 1 I	Caus_1Real_2	prendre II.2
avocat 1 I	Caus_1Real_2	se payer I
avocat 1 I	S_locFact_0	cabinet II.a
avocat 1 I	S_locFact_0	Cour II
avocat 1 I	Fact_0	exercer II.2
avocat 1 I	Fact_2	conseiller V 2
avocat 1 I	Fact_2	représenter II
avocat 1 I	Fact_2	défendre II.1
avocat 1 I	Bon	habile II
avocat 1 I	Bon	disert
avocat 1 I	Bon	éloquent
avocat 1 I	Bon	grand Adj III.3b
avocat 1 I	Bon	renommé
avocat 1 I	Bon	éminent
avocat 1 I	Bon	ténor II
avocat 1 I	AntiBon	mauvais Adj I.1a
avocat 1 I	AntiBon	piètre
avocat 1 I	AntiBon	avocaillon
avocat 1 I	AntiVer	marron Adj 2
avocat 1 I	AntiVer	véreux
avocat 1 I	LiquFunc_0	radier
avocat 1 I	IncepPred	prendre la robe
avocat 1 I	LiquPred	quitter la robe
avoir V I.1	Syn_∩	disposer II
avoir V I.1	Syn_∩	posséder I
avoir V I.1	Conv_21∩	appartenir I
avoir V I.1	S_1^prototyp	propriétaire N, masc
avoir V I.1	S_1^prototyp	propriétaire N, fém
avoir V I.1	S_2^prototyp	propriété II.1
avorter	S_0	avortement
avouer	S_0	aveu
avouer	Able_2	avouable
avouer	Syn_⊃	manger le morceau
avouer	Syn_⊃	se mettre à table
avouer	Syn_∩	vider son sac
avril	Gener	mois b
bactérie	A_0	bactérien
baguette I.1	Contr	bâton 1
baguette I.1	S_2^prototyp	bois II
se baigner II	Syn_∩	nager I.b
baignoire	Cf	douche II.1
baignoire	S_loc	salle de bain
bâiller	S_0	bâillement
bâiller	Magn	aux corneilles
bain I.1	V_0	se baigner I
baiser N	Syn	bisou
baisser I.1	S_0	abaissement I.2
baisser I.1	Anti_∩	lever V I
bal	Syn_∩	fête II
balade	V_0	se balader
balade	Syn_∩	promenade I.a
balai 1 I.1	S_2.2	sol 1 I.2
balai 1 I.1	S_2.2	plancher N
balai 1 I.1	S_1^usual	balayeur
balai 1 I.1	S_1^usual	balayeuse I
balai 1 I.1	S_2.1	poussière 1
balai 1 I.1	S_2.1	saleté I.3
balai 1 I.1	S_2.1	balayures
balai 1 I.1	S_0SingReal_1	coup II.2a
balai 1 I.1	S_0Labreal_12	balayage
balai 1 I.1	Mero	manche N, masc I.1
balai 1 I.1	Mero	pommeau 1
balai 1 I.1	Real_1	passer VII.1
balai 1 I.1	Real_1	manier
balai 1 I.1	Real_1	jouer VI.1
balai 1 I.1	IncepReal_1	prendre I.1
balai 1 I.1	IncepReal_1	saisir I
balai 1 I.1	Labreal_12	nettoyer I.1a
balai 1 I.1	Labreal_12	balayer I.1a
balai 1 I.1	AntiMagn_taille	petit Adj I.1
balai 1 I.1	AntiMagn_taille	balayette 1
balayer I.1a	S_1^usual	balayeuse I
balayer I.1a	S_1^usual	balayeur
balayer I.1a	S_instr	balayeuse II
balayer I.1a	S_instr	balai 1 I.1
balayer I.1a	S_0	balayage
balayer I.1a	S_4Perf	balayures
baleine I	Gener	animal N I.1a
ballon 1 I	Syn_∩	balle I
banal 1	S_0Pred	banalité I
banal 1	Adv_0	banalement
banal 1	Syn_∩	courant Adj 2 2
banal 1	Syn_∩	ordinaire Adj
banane	A_0	bananier Adj
banane	Mult	régime 2
banane	S_loc	bananier N
banane	Gener	fruit I.2
bande 1 I.1	Syn_⊃	bandelette
bandit I	Syn_∩	voleur N I
bandit I	Syn_∩	pilleur
bandit I	Syn_∩	gangster I
bandit I	Syn_∩	voyou N 1
bandit I	Syn_∩	brigand I
bandit I	Syn_∩	hors-la-loi
bandit I	S_3	victime N I.1
bandit I	Mult	bande 2
bandit I	Mult	gang
bandit I	Mult	horde 1
bandit I	Magn_comportement	dangereux 2
bandit I	Fact_3	attaquer I.1
bandit I	Fact_3	dépouiller
bandit I	Fact_3	détrousser
bandit I	Fact_3	piller
bandit I	Fact_3	voler 2 I
bandit I	S_0Fact_0	banditisme
bandit I	S_loc	repaire
bandit I	Real_@^I	poursuivre I.1
bandit I	Real_@^I	pourchasser
bandit I	Real_@^I	rechercher I.2
bandit I	Real_@^I	traquer
bandit I	Real_@^II	appréhender
bandit I	Real_@^II	arrêter IV.1
bandit I	Real_@^II	écrouer
bandit I	Real_@^II	emprisonner
bandit I	Real_@^II	enfermer 2
bandit I	Real_@^II	incarcérer
bandit I	Magn	de grand chemin I
bandit I	Fact_2	commettre
bandit I	Fact_2	se livrer III
bandit I	Real_@^III	châtier 1
bandit I	Real_@^III	condamner
bandit I	Real_@^III	punir 1
bandit I	Real_@^III	exécuter II
bandit I	Syn_⊂	criminel N
bandit I	Syn_⊂	malfaiteur
bandit I	Syn_⊂	malfrat
banlieue	A_0	banlieusard Adj
banlieue	individu	banlieusarde
banlieue	individu	banlieusard N
banlieue	AntiBon	zone II
banque	A_0	bancaire
banque	S_1^usual	banquière
banque	S_1^usual	banquier
banque	S_2	client
banque	S_2	cliente
banque	MultS_2	clientèle
bar 1 I	S_2^usual	barman
bar 1 I	S_2^usual	barmaid
bar 1 I	Syn_∩	café III
barbe I.1	Syn	barbouze I
barbe I.1	S_1	barbu N I.1
barbe I.1	A_1	barbu Adj I.1
barbe I.1	AntiMagn_longueur	court Adj I
barbe I.1	AntiMagn_longueur	barbiche 1
barbe I.1	AntiMagn_longueur	barbichette
barbe I.1	LiquOper_1	raser b
barbe I.1	AntiMagn^quant	clairsemé
barbe I.1	Syn_∩	poil II.3
barre 1	Syn_∩	bâton 1
barre 1	Syn_∩	barreau
barre 1	Syn_⊃	lisse N 3
barrière I	Syn_∩	clôture I
barrière I	Syn_∩	lice 2 1
barrière I	CausFact_1	mettre I.1a
bas Adj I.1	Anti	haut Adj I.1
bas Adv	Anti	haut Adv
bas N I	Anti	haut N
base 1 I.1	Syn_∩	fondations
basé I	Syn_∩	situé
basket N, masc 1	S_1^usual	joueur N 2
basket N, masc 1	S_1^usual	joueuse 2
basket N, masc 1	S_1^usual	basketteur
basket N, masc 1	S_1^usual	basketteuse
basket N, masc 1	Gener	sport N I
basket N, masc 1	MultS_1	équipe 2
basket N, masc 1	S_instr	ballon 1 I
basket N, masc 1	S_instr	panier II
basket N, masc 1	S_loc	terrain II
basket N, masc 1	Oper_1	faire II.1
basket N, masc 1	Oper_1	jouer II.2
basket N, masc 1	Sing	match
basket N, masc 1	Sing	partie III.1
basket N, masc 1	Sing	basket N, masc 2
basket N, masc 1	Sing	rencontre 3
basket N, masc 1	Sing	compétition
basket N, masc 1	Sing	tournoi
basket N, masc 1	Sing	championnat
basket N, masc 1	Oper_1^usual	pratiquer I
basket N, masc 1	MeroSing	quart-temps
basket N, masc 1	MeroSing	période 2
basket N, masc 1	Syn	basket-ball 1
bateau N 1 I	SingEquip	marin N
bateau N 1 I	SingEquip	pilote N, masc 2
bateau N 1 I	SingEquip	timonier
bateau N 1 I	SingEquip	matelot
bateau N 1 I	SingEquip	mousse N, masc
bateau N 1 I	Mult	flottille
bateau N 1 I	Mult	flotte I.1
bateau N 1 I	Syn_∩	navire
bateau N 1 I	Syn_∩	bâtiment II
bateau N 1 I	Syn_∩	vaisseau II
bateau N 1 I	Syn_∩	engin de navigation
bateau N 1 I	Syn_∩	embarcation
bateau N 1 I	Syn_∩	radeau
bateau N 1 I	Fact_0	naviguer I.2
bateau N 1 I	Equip	équipage
bateau N 1 I	Syn_⊃	barque
bateau N 1 I	Syn_⊃	esquif
bateau N 1 I	Hypo	bac 2 II
bateau N 1 I	Hypo	barge
bateau N 1 I	Hypo	bateau-citerne
bateau N 1 I	Hypo	bateau-mouche
bateau N 1 I	Hypo	brise-glace
bateau N 1 I	Hypo	cargo
bateau N 1 I	Hypo	chalutier
bateau N 1 I	Hypo	drakkar
bateau N 1 I	Hypo	ferry
bateau N 1 I	Hypo	frégate
bateau N 1 I	Hypo	galère
bateau N 1 I	Hypo	paquebot
bateau N 1 I	Hypo	péniche
bateau N 1 I	Hypo	pétrolier N
bateau N 1 I	Hypo	transbordeur
bateau N 1 I	Hypo	vedette 2
bateau N 1 I	Hypo	voilier
bateau N 1 I	Hypo	yacht
bateau N 1 I	Cap	capitaine N, masc 2
bateau N 1 I	Cap	commandant II
bateau N 1 I	Magn_taille	grand Adj I.1
bateau N 1 I	Magn_taille	gros Adj III.2
bateau N 1 I	Magn_taille	énorme I
bateau N 1 I	AntiBon	mauvais Adj I.1a
bateau N 1 I	AntiBon	rafiot
bateau N 1 I	Instr	en Prép IV.1
bateau N 1 I	Instr	par II.1
bateau N 1 I	Loc_in	à bord II
bateau N 1 I	Loc_in	dans I.1
bateau N 1 I	Loc_in	sur I.2
bateau N 1 I	Mero	coque
bateau N 1 I	Mero	quille II
bateau N 1 I	Mero	passerelle 2
bateau N 1 I	Mero	pont II
bateau N 1 I	Mero	cabine 1
bateau N 1 I	Mero	carré N II.2b
bateau N 1 I	Mero	cockpit 1
bateau N 1 I	Mero	mess
bateau N 1 I	Mero	poste d’équipage
bateau N 1 I	Mero	écoutille
bateau N 1 I	Mero	hublot
bateau N 1 I	Mero	cale
bateau N 1 I	Mero	ballast
bateau N 1 I	Mero	soute
bateau N 1 I	Mero	mât
bateau N 1 I	Mero	cheminée II.2
bateau N 1 I	Mero	proue
bateau N 1 I	Mero	étrave
bateau N 1 I	Mero	bord II.1
bateau N 1 I	Mero	bâbord
bateau N 1 I	Mero	tribord
bateau N 1 I	Mero	poupe
bateau N 1 I	Mero	étambot
bateau N 1 I	Mult_⊃	batellerie I
bateau N 1 I	CausFunc_0	lancer V IV.1
bateau N 1 I	CausFunc_0	à l’eau I.2
bateau N 1 I	S_locNonFact_0	port 1
bateau N 1 I	S_locNonFact_0	rade
bateau N 1 I	S_locNonFact_0	base navale
bateau N 1 I	S_locNonFact_0	dock
bateau N 1 I	S_locNonFact_0	gare N 2
bateau N 1 I	S_locNonFact_0	appontement
bateau N 1 I	S_locNonFact_0	débarcadère
bateau N 1 I	S_locNonFact_0	embarcadère
bateau N 1 I	S_locNonFact_0	jetée
bateau N 1 I	S_locNonFact_0	quai II.1
bateau N 1 I	S_locNonFact_0	wharf
bateau N 1 I	IncepFact_0	appareiller II
bateau N 1 I	IncepFact_0	larguer les amarres I
bateau N 1 I	IncepFact_0	lever l’ancre I
bateau N 1 I	IncepFact_0	prendre la mer
bateau N 1 I	IncepFact_0	prendre le large I
bateau N 1 I	S_2	cargaison
bateau N 1 I	S_2	chargement II
bateau N 1 I	S_2	fret I
bateau N 1 I	S_2	passager N
bateau N 1 I	S_2	passagère
bateau N 1 I	Real_2^II	prendre III.1b
bateau N 1 I	Real_2^II	voyager I
bateau N 1 I	Real_2^I	embarquer I.1a
bateau N 1 I	Real_2^I	s’embarquer I
bateau N 1 I	Real_2^I	monter II.1
bateau N 1 I	Real_2^I	prendre place
bateau N 1 I	Real_2^III	débarquer
bateau N 1 I	Real_2^III	descendre IV
bateau N 1 I	FinFact_0	arriver I.1
bateau N 1 I	FinFact_0	toucher V II.1
bateau N 1 I	FinFact_0	accoster
bateau N 1 I	FinFact_0	jeter l’ancre
bateau N 1 I	FinFact_0	mouiller II
bateau N 1 I	FinFact_0	faire escale
bateau N 1 I	Fact_2	transporter II
bateau N 1 I	Fact_@	naviguer I.2
bateau N 1 I	Fact_@	voguer
bateau N 1 I	Fact_@	parcourir 1
